id,elevation,ozone,NO2,azimuth,zenith,incidence_azimuth,incidence_zenith,file_name_l1,value_550
205,11,330,0.197,139.6,27.5,194.7,2.8,Arcachon_44-663528_-1-163222_COPERNICUS_S2_20210712T105619_20210712T110823_T30TXQ.tif,0.102
206,15,280,0.33,151,62.4,126.1,3.5,ARIAKE_TOWER_33-103617_130-27195_COPERNICUS_S2_20181218T020101_20181218T020055_T52SFB.tif,0.188
207,15,301,0.332,166.1,50,125.7,3.5,ARIAKE_TOWER_33-103617_130-27195_COPERNICUS_S2_20190206T015841_20190206T020448_T52SFB.tif,0.274
208,15,314,0.29,145.9,43.9,124.4,3.5,ARIAKE_TOWER_33-103617_130-27195_COPERNICUS_S2_20190308T015651_20190308T020733_T52SFB.tif,0.22
209,15,318,0.247,115.7,19.7,127.1,3.5,ARIAKE_TOWER_33-103617_130-27195_COPERNICUS_S2_20190611T015659_20190611T020742_T52SFB.tif,0.364
211,15,303,0.332,150.8,52.4,123.8,3.5,ARIAKE_TOWER_33-103617_130-27195_COPERNICUS_S2_20200211T015811_20200211T015811_T52SFB.tif,0.307
213,25,257,0.124,105.3,26.5,97.6,4.5,Arica_-18-471667_-70-313333_COPERNICUS_S2_20191228T144721_20191228T144721_T19KCV.tif,0.132
214,25,257,0.124,104.9,24.7,100.4,4.5,Arica_-18-471667_-70-313333_COPERNICUS_S2_20200102T144719_20200102T145723_T19KCV.tif,0.107
215,25,254,0.12,92.6,30.6,100.3,4.5,Arica_-18-471667_-70-313333_COPERNICUS_S2_20200201T144659_20200201T145539_T19KCV.tif,0.129
216,1141,276,0.157,79.3,27.7,101.8,8.3,ARM_Cordoba_-32-12641_-64-72837_COPERNICUS_S2_20181221T141041_20181221T142037_T20HLK.tif,0.03
217,1141,275,0.157,79.3,27.7,286.1,8.5,ARM_Cordoba_-32-12641_-64-72837_COPERNICUS_S2_20181224T142031_20181224T143024_T20HLK.tif,0.038
218,1141,268,0.158,78.1,31.8,102.5,8.3,ARM_Cordoba_-32-12641_-64-72837_COPERNICUS_S2_20190115T141049_20190115T141707_T20HLK.tif,0.024
220,15,313,0.151,144.6,24.9,271.3,4.9,ARM_Graciosa_39-09109_-28-02917_COPERNICUS_S2_20200801T125041_20200801T125041_T26SMJ.tif,0.049
222,2,431,0.163,179.5,69.3,180.6,2.8,ARM_Oliktok_AK_70-4995_-149-88_COPERNICUS_S2_20190323T220529_20190323T220530_T05WPU.tif,0.065
223,2,429,0.163,171.4,67.6,180.4,2.8,ARM_Oliktok_AK_70-4995_-149-88_COPERNICUS_S2_20190328T220531_20190328T220530_T05WPU.tif,0.049
224,2,426,0.163,178.6,64.7,115.5,7.2,ARM_Oliktok_AK_70-4995_-149-88_COPERNICUS_S2_20190404T215531_20190404T215529_T05WPU.tif,0.052
225,2,403,0.178,183.1,55.1,181.4,2.8,ARM_Oliktok_AK_70-4995_-149-88_COPERNICUS_S2_20200501T220531_20200501T220533_T05WPU.tif,0.081
226,2,295,0.164,178.9,58.8,116.5,7.1,ARM_Oliktok_AK_70-4995_-149-88_COPERNICUS_S2_20200821T215529_20200821T215532_T05WPU.tif,0.101
227,2,351,0.213,191.1,47.7,181.6,2.8,ARM_Oliktok_AK_70-4995_-149-88_COPERNICUS_S2_20210610T220529_20210610T220531_T05WPU.tif,0.055
228,319,304,0.203,127.5,26.1,144.3,3.1,ARM_SGP_36-605175_-97-485619_COPERNICUS_S2_20190729T170901_20190729T172152_T14SPF.tif,0.142
230,30,265,0.097,62.3,16.4,182.1,2.8,Ascension_Island_-7-976389_-14-414722_COPERNICUS_S2_20190320T112331_20190320T112326_T28MES.tif,0.142
231,30,273,0.117,56.4,35.4,182.7,2.8,Ascension_Island_-7-976389_-14-414722_COPERNICUS_S2_20190822T112239_20190822T112236_T28MES.tif,0.328
234,12,268,0.107,47.7,38.6,283.9,8.5,ASI_Malindi_-2-996_40-1945_COPERNICUS_S2_20190710T072629_20190710T074538_T37MFS.tif,0.162
235,12,268,0.108,45,35.4,284.7,8.4,ASI_Malindi_-2-996_40-1945_COPERNICUS_S2_20190715T072621_20190715T075037_T37MFS.tif,0.147
236,12,269,0.108,49.7,37.7,284,8.4,ASI_Malindi_-2-996_40-1945_COPERNICUS_S2_20190720T072629_20190720T074137_T37MFS.tif,0.144
238,12,272,0.107,61.2,33.5,283.9,8.4,ASI_Malindi_-2-996_40-1945_COPERNICUS_S2_20190819T072619_20190819T074242_T37MFS.tif,0.4
239,12,275,0.109,69.7,19.7,283.9,8.5,ASI_Malindi_-2-996_40-1945_COPERNICUS_S2_20190913T072611_20190913T073924_T37MFS.tif,0.102
241,12,268,0.106,119.3,24.9,284.7,8.4,ASI_Malindi_-2-996_40-1945_COPERNICUS_S2_20191102T073051_20191102T074621_T37MFS.tif,0.196
242,12,265,0.105,127.8,27,283.7,8.4,ASI_Malindi_-2-996_40-1945_COPERNICUS_S2_20191117T073109_20191117T074859_T37MFS.tif,0.218
243,12,264,0.104,131.4,26.7,284.6,8.4,ASI_Malindi_-2-996_40-1945_COPERNICUS_S2_20191122T073221_20191122T074731_T37MFS.tif,0.076
244,12,256,0.095,133,27.3,283.7,8.4,ASI_Malindi_-2-996_40-1945_COPERNICUS_S2_20200116T073139_20200116T074024_T37MFS.tif,0.371
245,12,266,0.104,30,30.6,283.8,8.4,ASI_Malindi_-2-996_40-1945_COPERNICUS_S2_20200614T072619_20200614T074238_T37MFS.tif,0.339
246,12,266,0.105,36.8,33.5,284.8,8.4,ASI_Malindi_-2-996_40-1945_COPERNICUS_S2_20200619T072621_20200619T074130_T37MFS.tif,0.22
247,12,269,0.108,51,37.1,283.7,8.4,ASI_Malindi_-2-996_40-1945_COPERNICUS_S2_20200724T072619_20200724T074557_T37MFS.tif,0.425
248,12,270,0.108,49,33.6,284.7,8.4,ASI_Malindi_-2-996_40-1945_COPERNICUS_S2_20200729T072621_20200729T074050_T37MFS.tif,0.211
250,12,264,0.101,84.5,31.1,284.7,8.4,ASI_Malindi_-2-996_40-1945_COPERNICUS_S2_20220321T072621_20220321T075029_T37MFS.tif,0.221
251,130,337,0.291,155.1,59.1,116.6,3.8,ATHENS-NOA_37-9721_23-718_COPERNICUS_S2_20180131T091211_20180131T091513_T34SGH.tif,0.097
252,130,337,0.291,155.1,59.1,153.9,2.9,ATHENS-NOA_37-9721_23-718_COPERNICUS_S2_20180131T091211_20180131T091513_T35SKC.tif,0.097
253,130,336,0.261,128.8,22.1,117.1,3.8,ATHENS-NOA_37-9721_23-718_COPERNICUS_S2_20180605T090549_20180605T091709_T34SGH.tif,0.209
255,423,329,0.186,164.6,65.3,105.4,9.2,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20180128T104311_20180128T104602_T31TDL.tif,0.029
257,423,331,0.186,164.5,64.5,269.3,4.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20180131T105251_20180131T105416_T31TDL.tif,0.052
259,423,363,0.206,175,42.4,105.4,9.2,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20180329T104021_20180329T104021_T31TDL.tif,0.061
260,423,365,0.206,158.2,43.1,269.5,4.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20180401T105031_20180401T105529_T31TDL.tif,0.058
261,423,371,0.205,138.9,43.5,118.7,3.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20180413T104019_20180413T104443_T31TEL.tif,0.081
262,423,372,0.206,161.8,36.8,286.7,9.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20180416T105029_20180416T105619_T31TEL.tif,0.109
265,423,370,0.208,154.7,35.4,119,3.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20180423T104019_20180423T104701_T31TEL.tif,0.183
267,423,368,0.211,159.7,32,287.4,9.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20180501T105031_20180501T105029_T31TEL.tif,0.085
269,423,367,0.214,152.1,31.1,118.2,3.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20180508T104031_20180508T104756_T31TEL.tif,0.216
270,423,366,0.215,151.4,30.4,287.5,9.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20180511T105031_20180511T105804_T31TEL.tif,0.09
271,423,364,0.216,138,32.3,286.8,9.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20180516T105029_20180516T105351_T31TEL.tif,0.515
273,423,361,0.215,137,31.4,269.6,4.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20180521T105031_20180521T105702_T31TDL.tif,0.134
275,423,347,0.21,154.7,24.3,117.8,3.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20180612T104019_20180612T104356_T31TEL.tif,0.088
277,423,331,0.206,140.6,27.7,105.4,9.2,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20180707T104021_20180707T104515_T31TDL.tif,0.068
278,423,330,0.205,147.8,26.5,269.5,4.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20180710T105031_20180710T105618_T31TDL.tif,0.141
279,423,290,0.199,161.3,52.2,105.5,9.2,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20181005T104021_20181005T104019_T31TDL.tif,0.039
280,423,290,0.199,161.3,52.2,117.9,3.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20181005T104021_20181005T104019_T31TEL.tif,0.039
281,423,286,0.195,164.9,56.6,269.6,4.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20181018T105031_20181018T105349_T31TDL.tif,0.212
283,423,285,0.192,172.2,63,119.3,3.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20181109T104239_20181109T104533_T31TEL.tif,0.056
285,423,291,0.187,180.2,66.9,268.6,4.7,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20181127T105401_20181127T105429_T31TDL.tif,0.048
286,423,291,0.187,180.2,66.9,287.5,9.7,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20181127T105401_20181127T105429_T31TEL.tif,0.048
288,423,302,0.183,165.6,70.5,106.2,9.2,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20181219T104439_20181219T104439_T31TDL.tif,0.029
289,423,307,0.184,167.5,70.1,268.7,4.7,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20181227T105441_20181227T105439_T31TDL.tif,0.062
290,423,317,0.187,153.1,72.1,268.3,4.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20190111T105419_20190111T105807_T31TDL.tif,0.141
292,423,342,0.186,159.1,60.1,118.5,3.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20190217T104119_20190217T104422_T31TEL.tif,0.02
294,423,345,0.19,158.6,58.4,117.7,3.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20190222T104041_20190222T104036_T31TEL.tif,0.104
295,423,346,0.193,158.2,57.3,287.4,9.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20190225T105021_20190225T105315_T31TEL.tif,0.099
296,423,347,0.194,158,56.6,118.5,3.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20190227T104019_20190227T104021_T31TEL.tif,0.036
298,423,360,0.206,154.3,47.3,116.6,3.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20190324T104021_20190324T104021_T31TEL.tif,0.165
299,423,362,0.206,157.8,45.3,287.5,9.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20190327T105031_20190327T105026_T31TEL.tif,0.135
300,423,363,0.206,154.5,45.2,106.1,9.2,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20190329T104029_20190329T104024_T31TDL.tif,0.124
302,423,371,0.205,149.6,40.3,105.4,9.2,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20190413T104021_20190413T104505_T31TDL.tif,0.307
303,423,371,0.205,149.6,40.3,117.8,3.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20190413T104021_20190413T104505_T31TEL.tif,0.307
304,423,367,0.213,143.6,33.7,269.5,4.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20190506T105031_20190506T105031_T31TDL.tif,0.088
305,423,365,0.215,149.6,30.3,105.4,9.2,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20190513T104031_20190513T104742_T31TDL.tif,0.038
306,423,365,0.215,149.6,30.3,117.7,3.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20190513T104031_20190513T104742_T31TEL.tif,0.038
307,423,364,0.216,149.1,29.6,269.3,4.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20190516T105031_20190516T105030_T31TDL.tif,0.106
308,423,364,0.216,149.1,29.6,287.4,9.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20190516T105031_20190516T105030_T31TEL.tif,0.106
310,423,356,0.213,144.4,28,119.5,3.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20190528T104029_20190528T104522_T31TEL.tif,0.092
314,423,337,0.208,142.4,26.4,106.3,9.2,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20190627T104029_20190627T104030_T31TDL.tif,0.304
315,423,336,0.207,146.8,25.6,286.8,9.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20190630T105039_20190630T105035_T31TEL.tif,0.267
316,423,333,0.206,145.7,26.3,287.5,9.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20190705T105031_20190705T105032_T31TEL.tif,0.231
317,423,331,0.206,140.4,27.7,119.4,3.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20190707T104029_20190707T104719_T31TEL.tif,0.231
318,423,330,0.205,146.2,26.8,268.9,4.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20190710T105039_20190710T105335_T31TDL.tif,0.029
319,423,330,0.205,146.2,26.8,286.7,9.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20190710T105039_20190710T105335_T31TEL.tif,0.029
321,423,328,0.205,124.2,34,118.2,3.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20190712T104031_20190712T104606_T31TEL.tif,0.068
322,423,327,0.204,148.2,27.1,287.4,9.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20190715T105031_20190715T105159_T31TEL.tif,0.145
325,423,322,0.204,148.5,29.1,270.2,4.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20190725T105031_20190725T105702_T31TDL.tif,0.275
326,423,318,0.205,150.4,31.3,270.2,4.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20190804T105031_20190804T105722_T31TDL.tif,0.086
327,423,313,0.205,152.3,34,270.1,4.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20190814T105031_20190814T105153_T31TDL.tif,0.091
328,423,313,0.205,152.3,34,287.4,9.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20190814T105031_20190814T105153_T31TEL.tif,0.091
329,423,308,0.206,155.4,36.9,270.1,4.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20190824T105031_20190824T105344_T31TDL.tif,0.085
331,423,306,0.207,157.3,38.3,268.2,4.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20190829T105029_20190829T105030_T31TDL.tif,0.215
332,423,306,0.207,157.3,38.3,286.8,9.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20190829T105029_20190829T105030_T31TEL.tif,0.215
333,423,302,0.208,157.3,41,106.1,9.2,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20190905T104029_20190905T104455_T31TDL.tif,0.148
334,423,302,0.208,157.3,41,118.9,3.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20190905T104029_20190905T104455_T31TEL.tif,0.148
335,423,300,0.208,169,41.3,105.5,9.2,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20190910T104021_20190910T104604_T31TDL.tif,0.157
337,423,298,0.209,158.5,43.9,287.5,9.7,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20190913T105031_20190913T105206_T31TEL.tif,0.032
338,423,297,0.209,157.7,44.8,106.1,9.2,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20190915T104019_20190915T104326_T31TDL.tif,0.23
339,423,296,0.207,149.4,48,268.2,4.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20190918T105029_20190918T105246_T31TDL.tif,0.099
340,423,296,0.207,149.4,48,286.7,9.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20190918T105029_20190918T105246_T31TEL.tif,0.099
341,423,294,0.204,160.1,48.4,106.2,9.2,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20190925T104019_20190925T104340_T31TDL.tif,0.051
342,423,289,0.198,157.9,54,267.4,4.7,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20191008T105029_20191008T105335_T31TDL.tif,0.075
344,423,287,0.196,166.5,54.4,269.6,4.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20191013T105031_20191013T105439_T31TDL.tif,0.102
345,423,287,0.196,166.5,54.4,287.5,9.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20191013T105031_20191013T105439_T31TEL.tif,0.102
346,423,286,0.194,158.1,60.4,106.2,9.2,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20191025T104029_20191025T104457_T31TDL.tif,0.081
347,423,285,0.192,169.7,63.2,118.1,3.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20191109T104251_20191109T104433_T31TEL.tif,0.052
348,423,286,0.19,177,64.8,267.7,4.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20191117T105229_20191117T105529_T31TDL.tif,0.1
349,423,288,0.189,175.6,66,269.5,4.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20191122T105351_20191122T105436_T31TDL.tif,0.07
350,423,288,0.189,175.6,66,287.5,9.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20191122T105351_20191122T105436_T31TEL.tif,0.07
351,423,292,0.187,176.4,67.3,117.5,3.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20191129T104411_20191129T104430_T31TEL.tif,0.065
354,423,306,0.184,177.9,69.2,106.3,9.2,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20191224T104349_20191224T104343_T31TDL.tif,0.017
355,423,311,0.185,165.5,70.1,268.4,4.7,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20200101T105441_20200101T105437_T31TDL.tif,0.06
356,423,322,0.188,173.3,66.6,105.4,9.2,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20200118T104351_20200118T104425_T31TDL.tif,0.074
357,423,324,0.187,170.2,66.3,268.3,4.7,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20200121T105341_20200121T105429_T31TDL.tif,0.143
358,423,324,0.187,170.2,66.3,287.4,9.7,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20200121T105341_20200121T105429_T31TEL.tif,0.143
359,423,327,0.187,160.1,66.9,286.8,9.7,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20200126T105229_20200126T105625_T31TEL.tif,0.103
360,423,334,0.185,170.4,62.3,266.2,4.7,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20200205T105129_20200205T105627_T31TDL.tif,0.048
361,423,334,0.185,170.4,62.3,286.7,9.7,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20200205T105129_20200205T105627_T31TEL.tif,0.048
362,423,339,0.184,167.7,60.4,106,9.2,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20200212T104049_20200212T104614_T31TDL.tif,0.054
363,423,339,0.184,167.7,60.4,117.1,3.9,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20200212T104049_20200212T104614_T31TEL.tif,0.054
364,423,352,0.202,157.5,52.8,105.4,9.2,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20200308T104021_20200308T104402_T31TDL.tif,0.071
365,423,360,0.206,153.4,47.6,106.1,9.2,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20200323T103639_20200323T104515_T31TDL.tif,0.423
369,423,365,0.206,152.6,43.7,106.1,9.2,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20200402T103619_20200402T103949_T31TDL.tif,0.121
370,423,365,0.206,152.6,43.7,118.5,3.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20200402T103619_20200402T103949_T31TEL.tif,0.121
372,423,367,0.206,156.3,41.7,286.8,9.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20200405T104619_20200405T105015_T31TEL.tif,0.059
373,423,372,0.205,154.6,38.2,286.8,9.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20200415T104619_20200415T105723_T31TEL.tif,0.092
374,423,367,0.213,168,29.2,118.2,3.7,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20200507T104031_20200507T104558_T31TEL.tif,0.073
376,423,345,0.21,139.9,27,286.7,9.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20200614T104629_20200614T105727_T31TEL.tif,0.068
377,423,342,0.209,139.7,26.9,270.1,4.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20200619T105031_20200619T105359_T31TDL.tif,0.08
378,423,338,0.208,142,26.5,105.5,9.2,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20200626T104031_20200626T104404_T31TDL.tif,0.121
379,423,338,0.208,142,26.5,117.6,3.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20200626T104031_20200626T104404_T31TEL.tif,0.121
380,423,336,0.207,146.9,25.6,269.5,4.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20200629T105031_20200629T105217_T31TDL.tif,0.036
382,423,335,0.207,128.1,31,106.1,9.2,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20200701T103629_20200701T104338_T31TDL.tif,0.073
383,423,333,0.206,144.8,26.4,286.8,9.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20200704T104619_20200704T105143_T31TEL.tif,0.056
384,423,332,0.206,171.4,23.3,105.4,9.2,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20200706T104031_20200706T104454_T31TDL.tif,0.055
385,423,330,0.205,145.3,26.9,268.7,4.7,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20200709T105031_20200709T105719_T31TDL.tif,0.068
386,423,330,0.205,145.3,26.9,287.5,9.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20200709T105031_20200709T105719_T31TEL.tif,0.068
387,423,329,0.205,141.1,28.2,106.3,9.2,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20200711T103629_20200711T104747_T31TDL.tif,0.046
388,423,329,0.205,141.1,28.2,117.6,3.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20200711T103629_20200711T104747_T31TEL.tif,0.046
391,423,286,0.194,163.1,59.3,118.2,3.7,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20201024T104121_20201024T104715_T31TEL.tif,0.436
392,423,285,0.192,176.1,62,270.4,4.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20201106T105241_20201106T105446_T31TDL.tif,0.118
393,423,289,0.188,167.3,67.2,105.5,9.2,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20201123T104351_20201123T104349_T31TDL.tif,0.034
394,423,289,0.188,167.3,67.2,118.2,3.7,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20201123T104351_20201123T104349_T31TEL.tif,0.034
397,423,351,0.2,158.5,53.5,287.4,9.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20210306T105031_20210306T105443_T31TEL.tif,0.202
399,423,356,0.207,154.1,50.4,287.4,9.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20210316T105031_20210316T105442_T31TEL.tif,0.105
400,423,360,0.206,154.5,47.4,105.5,9.2,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20210323T104021_20210323T104405_T31TDL.tif,0.053
401,423,360,0.206,154.5,47.4,117.5,3.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20210323T104021_20210323T104405_T31TEL.tif,0.053
402,423,363,0.206,153.7,45.6,106.1,9.2,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20210328T103629_20210328T104318_T31TDL.tif,0.068
403,423,363,0.206,153.7,45.6,119,3.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20210328T103629_20210328T104318_T31TEL.tif,0.068
405,423,364,0.206,156.5,43.7,286.8,9.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20210331T104619_20210331T105758_T31TEL.tif,0.084
406,423,365,0.206,154.5,43.3,117.7,3.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20210402T104021_20210402T104258_T31TEL.tif,0.411
408,423,371,0.207,133.8,42.5,286.8,9.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20210420T104619_20210420T104615_T31TEL.tif,0.18
410,423,368,0.211,142.9,35,105.4,9.2,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20210502T104021_20210502T104259_T31TDL.tif,0.145
412,423,367,0.213,156.7,31.1,268.7,4.7,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20210505T105031_20210505T105340_T31TDL.tif,0.054
413,423,333,0.185,155.1,65.5,286.7,9.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20220204T105139_20220204T105135_T31TEL.tif,0.06
414,423,338,0.185,162.3,61.4,106.1,9.2,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20220211T104049_20220211T104642_T31TDL.tif,0.047
415,423,343,0.188,160.2,59,287.4,9.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20220219T105101_20220219T105343_T31TEL.tif,0.058
416,423,347,0.193,156.7,57.2,117.6,3.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20220226T104011_20220226T104440_T31TEL.tif,0.032
417,423,351,0.2,158.6,53.6,268.3,4.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20220306T104819_20220306T105455_T31TDL.tif,0.122
419,423,352,0.202,155.3,53.5,105.5,9.2,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20220308T103901_20220308T104311_T31TDL.tif,0.061
420,423,352,0.202,155.3,53.5,118.1,3.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20220308T103901_20220308T104311_T31TEL.tif,0.061
421,423,362,0.206,155.7,46,286.8,9.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20220326T104639_20220326T105806_T31TEL.tif,0.2
422,423,372,0.206,151.8,38.2,117.7,3.8,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20220417T103631_20220417T104402_T31TEL.tif,0.033
424,423,369,0.21,149.8,35.1,105.4,9.2,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20220427T103631_20220427T104403_T31TDL.tif,0.153
425,423,367,0.213,152,31.4,105.4,9.2,Aubiere_LAMP_45-76096_3-111072_COPERNICUS_S2_20220507T103631_20220507T104403_T31TDL.tif,0.176
